installment_id,plan_id,installment_no,due_date,amount_due_usd,paid_date,paid_amount_usd,late_fee_usd,status
15817,3075,2,2026-06-01,21.04,2026-06-01,21.04,0.00,paid
15818,3075,3,2026-07-01,21.04,2026-06-28,21.04,0.00,paid
15819,3075,4,2026-07-31,21.04,,,0.00,scheduled
15820,3075,5,2026-08-30,21.04,,,0.00,scheduled
15821,3075,6,2026-09-29,21.04,,,0.00,scheduled
15822,3076,1,2026-01-05,26.26,2026-01-08,26.26,0.00,paid
15823,3076,2,2026-02-04,26.26,2026-02-04,26.26,0.00,paid
15824,3076,3,2026-03-06,26.26,2026-03-10,26.26,7.00,late
15825,3077,1,2025-07-10,53.72,2025-07-17,53.72,7.00,late
15826,3077,2,2025-07-24,53.72,2025-07-31,53.72,7.00,late
15827,3077,3,2025-08-07,53.72,2025-08-10,53.72,0.00,paid
15828,3077,4,2025-08-21,53.72,2025-08-18,53.72,0.00,paid
15829,3078,1,2026-04-03,10.56,2026-04-01,10.56,0.00,paid
15830,3078,2,2026-05-03,10.56,2026-05-03,10.56,0.00,paid
15831,3078,3,2026-06-02,10.56,2026-06-02,10.56,0.00,paid
15832,3078,4,2026-07-02,10.56,,,0.00,scheduled
15833,3078,5,2026-08-01,10.56,,,0.00,scheduled
15834,3078,6,2026-08-31,10.56,,,0.00,scheduled
15835,3079,1,2025-07-25,123.02,2025-07-24,123.02,0.00,paid
15836,3079,2,2025-08-08,123.02,2025-08-08,123.02,0.00,paid
15837,3079,3,2025-08-22,123.02,2025-08-22,123.02,0.00,paid
15838,3079,4,2025-09-05,123.02,2025-09-04,123.02,0.00,paid
15839,3080,1,2026-06-10,65.61,2026-06-08,65.61,0.00,paid
15840,3080,2,2026-06-24,65.61,2026-06-24,65.61,0.00,paid
15841,3080,3,2026-07-08,65.61,,,0.00,scheduled
15842,3080,4,2026-07-22,65.61,,,0.00,scheduled
15843,3081,1,2026-01-25,19.35,2026-01-25,19.35,0.00,paid
15844,3081,2,2026-02-08,19.35,2026-02-06,19.35,0.00,paid
15845,3081,3,2026-02-22,19.35,2026-02-22,19.35,0.00,paid
15846,3081,4,2026-03-08,19.35,2026-03-09,19.35,0.00,paid
15847,3082,1,2025-12-12,64.63,2025-12-09,64.63,0.00,paid
15848,3082,2,2026-01-11,64.63,2026-01-14,64.63,0.00,paid
15849,3082,3,2026-02-10,64.63,2026-02-10,64.63,0.00,paid
15850,3082,4,2026-03-12,64.63,2026-03-09,64.63,0.00,paid
15851,3082,5,2026-04-11,64.63,2026-04-12,64.63,0.00,paid
15852,3082,6,2026-05-11,64.63,2026-05-12,64.63,0.00,paid
15853,3082,7,2026-06-10,64.63,2026-06-11,64.63,0.00,paid
15854,3082,8,2026-07-10,64.63,,,0.00,scheduled
15855,3082,9,2026-08-09,64.63,,,0.00,scheduled
15856,3082,10,2026-09-08,64.63,,,0.00,scheduled
15857,3082,11,2026-10-08,64.63,,,0.00,scheduled
15858,3082,12,2026-11-07,64.63,,,0.00,scheduled
15859,3083,1,2026-06-06,67.45,2026-06-04,67.45,0.00,paid
15860,3083,2,2026-06-20,67.45,2026-06-23,67.45,0.00,paid
15861,3083,3,2026-07-04,67.45,,,0.00,scheduled
15862,3083,4,2026-07-18,67.45,,,0.00,scheduled
15863,3084,1,2026-03-19,34.13,2026-03-18,34.13,0.00,paid
15864,3084,2,2026-04-18,34.13,2026-04-18,34.13,0.00,paid
15865,3084,3,2026-05-18,34.13,2026-05-16,34.13,0.00,paid
15866,3085,1,2025-05-25,144.41,2025-05-23,144.41,0.00,paid
15867,3085,2,2025-06-24,144.41,2025-06-26,144.41,0.00,paid
15868,3085,3,2025-07-24,144.41,2025-07-27,144.41,0.00,paid
15869,3086,1,2026-07-12,20.40,,,0.00,scheduled
15870,3086,2,2026-08-11,20.40,,,0.00,scheduled
15871,3086,3,2026-09-10,20.40,,,0.00,scheduled
15872,3086,4,2026-10-10,20.40,,,0.00,scheduled
15873,3086,5,2026-11-09,20.40,,,0.00,scheduled
15874,3086,6,2026-12-09,20.40,,,0.00,scheduled
15875,3086,7,2027-01-08,20.40,,,0.00,scheduled
15876,3086,8,2027-02-07,20.40,,,0.00,scheduled
15877,3086,9,2027-03-09,20.40,,,0.00,scheduled
15878,3086,10,2027-04-08,20.40,,,0.00,scheduled
15879,3086,11,2027-05-08,20.40,,,0.00,scheduled
15880,3086,12,2027-06-07,20.40,,,0.00,scheduled
15881,3087,1,2026-05-06,22.44,2026-05-07,22.44,0.00,paid
15882,3087,2,2026-06-05,22.44,2026-06-08,22.44,0.00,paid
15883,3087,3,2026-07-05,22.44,,,0.00,scheduled
15884,3087,4,2026-08-04,22.44,,,0.00,scheduled
15885,3087,5,2026-09-03,22.44,,,0.00,scheduled
15886,3087,6,2026-10-03,22.44,,,0.00,scheduled
15887,3088,1,2025-11-15,249.59,2025-11-15,249.59,0.00,paid
15888,3088,2,2025-11-29,249.59,2025-12-02,249.59,0.00,paid
15889,3088,3,2025-12-13,249.59,2025-12-11,249.59,0.00,paid
15890,3088,4,2025-12-27,249.59,2025-12-24,249.59,0.00,paid
15891,3089,1,2026-03-31,131.90,2026-04-01,131.90,0.00,paid
15892,3089,2,2026-04-14,131.90,2026-04-12,131.90,0.00,paid
15893,3089,3,2026-04-28,131.90,2026-04-30,131.90,0.00,paid
15894,3089,4,2026-05-12,131.90,2026-05-15,131.90,0.00,paid
15895,3090,1,2025-09-23,64.87,2025-09-24,64.87,0.00,paid
15896,3090,2,2025-10-07,64.87,2025-10-06,64.87,0.00,paid
15897,3090,3,2025-10-21,64.87,2025-10-22,64.87,0.00,paid
15898,3090,4,2025-11-04,64.87,2025-11-05,64.87,0.00,paid
15899,3091,1,2025-08-17,41.92,2025-08-19,41.92,0.00,paid
15900,3091,2,2025-09-16,41.92,2025-09-16,41.92,0.00,paid
15901,3091,3,2025-10-16,41.92,2025-10-19,41.92,0.00,paid
15902,3092,1,2026-05-18,161.99,2026-05-15,161.99,0.00,paid
15903,3092,2,2026-06-17,161.99,2026-06-21,161.99,7.00,late
15904,3092,3,2026-07-17,161.99,,,0.00,scheduled
15905,3092,4,2026-08-16,161.99,,,0.00,scheduled
15906,3092,5,2026-09-15,161.99,,,0.00,scheduled
15907,3092,6,2026-10-15,161.99,,,0.00,scheduled
15908,3093,1,2026-04-24,47.25,2026-04-26,47.25,0.00,paid
15909,3093,2,2026-05-24,47.25,2026-05-24,47.25,0.00,paid
15910,3093,3,2026-06-23,47.25,2026-06-23,47.25,0.00,paid
15911,3093,4,2026-07-23,47.25,,,0.00,scheduled
15912,3093,5,2026-08-22,47.25,,,0.00,scheduled
15913,3093,6,2026-09-21,47.25,,,0.00,scheduled
15914,3094,1,2026-01-31,341.10,2026-01-30,341.10,0.00,paid
15915,3094,2,2026-02-14,341.10,2026-02-11,341.10,0.00,paid
15916,3094,3,2026-02-28,341.10,2026-03-03,341.10,0.00,paid
15917,3094,4,2026-03-14,341.10,2026-03-12,341.10,0.00,paid
15918,3095,1,2026-01-21,26.58,2026-01-23,26.58,0.00,paid
15919,3095,2,2026-02-20,26.58,2026-02-18,26.58,0.00,paid
15920,3095,3,2026-03-22,26.58,2026-03-21,26.58,0.00,paid
15921,3095,4,2026-04-21,26.58,2026-05-03,26.58,7.00,late
15922,3095,5,2026-05-21,26.58,2026-05-18,26.58,0.00,paid
15923,3095,6,2026-06-20,26.58,2026-06-21,26.58,0.00,paid
15924,3096,1,2025-10-27,281.51,2025-11-07,281.51,7.00,late
15925,3096,2,2025-11-26,281.51,2025-11-29,281.51,0.00,paid
15926,3096,3,2025-12-26,281.51,2025-12-23,281.51,0.00,paid
15927,3097,1,2026-03-14,75.25,2026-03-13,75.25,0.00,paid
15928,3097,2,2026-03-28,75.25,2026-03-26,75.25,0.00,paid
15929,3097,3,2026-04-11,75.25,2026-04-13,75.25,0.00,paid
15930,3097,4,2026-04-25,75.25,2026-04-24,75.25,0.00,paid
15931,3098,1,2025-02-17,78.63,2025-02-18,78.63,0.00,paid
15932,3098,2,2025-03-19,78.63,2025-03-21,78.63,0.00,paid
15933,3098,3,2025-04-18,78.63,2025-04-23,78.63,7.00,late
15934,3099,1,2026-04-15,27.30,2026-04-14,27.30,0.00,paid
15935,3099,2,2026-05-15,27.30,2026-05-16,27.30,0.00,paid
15936,3099,3,2026-06-14,27.30,2026-06-13,27.30,0.00,paid
15937,3099,4,2026-07-14,27.30,,,0.00,scheduled
15938,3099,5,2026-08-13,27.30,,,0.00,scheduled
15939,3099,6,2026-09-12,27.30,,,0.00,scheduled
15940,3100,1,2026-02-25,76.00,2026-02-28,76.00,0.00,paid
15941,3100,2,2026-03-27,76.00,2026-03-25,76.00,0.00,paid
15942,3100,3,2026-04-26,76.00,2026-04-24,76.00,0.00,paid
15943,3100,4,2026-05-26,76.00,2026-05-23,76.00,0.00,paid
15944,3100,5,2026-06-25,76.00,2026-06-22,76.00,0.00,paid
15945,3100,6,2026-07-25,76.00,,,0.00,scheduled
15946,3101,1,2026-04-13,12.10,,,7.00,missed
15947,3101,2,2026-05-13,12.10,,,7.00,missed
15948,3101,3,2026-06-12,12.10,,,7.00,late
15949,3101,4,2026-07-12,12.10,,,0.00,scheduled
15950,3101,5,2026-08-11,12.10,,,0.00,scheduled
15951,3101,6,2026-09-10,12.10,,,0.00,scheduled
15952,3102,1,2026-03-10,128.55,2026-03-25,128.55,7.00,late
15953,3102,2,2026-04-09,128.55,2026-04-23,128.55,7.00,late
15954,3102,3,2026-05-09,128.55,2026-05-08,128.55,0.00,paid
15955,3103,1,2025-12-14,56.70,2025-12-17,56.70,0.00,paid
15956,3103,2,2025-12-28,56.70,2025-12-27,56.70,0.00,paid
15957,3103,3,2026-01-11,56.70,2026-01-10,56.70,0.00,paid
15958,3103,4,2026-01-25,56.70,2026-01-24,56.70,0.00,paid
15959,3104,1,2026-06-15,205.99,2026-06-12,205.99,0.00,paid
15960,3104,2,2026-07-15,205.99,,,0.00,scheduled
15961,3104,3,2026-08-14,205.99,,,0.00,scheduled
15962,3105,1,2026-02-16,183.38,,,7.00,missed
15963,3105,2,2026-03-02,183.38,,,7.00,missed
15964,3105,3,2026-03-16,183.38,,,7.00,missed
15965,3105,4,2026-03-30,183.38,,,7.00,missed
15966,3106,1,2026-02-06,18.76,2026-02-07,18.76,0.00,paid
15967,3106,2,2026-02-20,18.76,2026-02-22,18.76,0.00,paid
15968,3106,3,2026-03-06,18.76,2026-03-03,18.76,0.00,paid
15969,3106,4,2026-03-20,18.76,2026-03-21,18.76,0.00,paid
15970,3107,1,2026-06-27,37.78,2026-06-29,37.78,0.00,paid
15971,3107,2,2026-07-27,37.78,,,0.00,scheduled
15972,3107,3,2026-08-26,37.78,,,0.00,scheduled
15973,3108,1,2026-07-13,28.48,,,0.00,scheduled
15974,3108,2,2026-08-12,28.48,,,0.00,scheduled
15975,3108,3,2026-09-11,28.48,,,0.00,scheduled
15976,3108,4,2026-10-11,28.48,,,0.00,scheduled
15977,3108,5,2026-11-10,28.48,,,0.00,scheduled
15978,3108,6,2026-12-10,28.48,,,0.00,scheduled
15979,3109,1,2025-12-15,102.87,2025-12-15,102.87,0.00,paid
15980,3109,2,2025-12-29,102.87,2025-12-29,102.87,0.00,paid
15981,3109,3,2026-01-12,102.87,2026-01-14,102.87,0.00,paid
15982,3109,4,2026-01-26,102.87,2026-01-27,102.87,0.00,paid
15983,3110,1,2026-02-06,46.50,2026-02-09,46.50,0.00,paid
15984,3110,2,2026-02-20,46.50,2026-02-17,46.50,0.00,paid
15985,3110,3,2026-03-06,46.50,2026-03-04,46.50,0.00,paid
15986,3110,4,2026-03-20,46.50,2026-03-21,46.50,0.00,paid
15987,3111,1,2026-06-25,14.79,2026-06-23,14.79,0.00,paid
15988,3111,2,2026-07-09,14.79,,,0.00,scheduled
15989,3111,3,2026-07-23,14.79,,,0.00,scheduled
15990,3111,4,2026-08-06,14.79,,,0.00,scheduled
15991,3112,1,2025-06-09,24.20,2025-06-11,24.20,0.00,paid
15992,3112,2,2025-07-09,24.20,2025-07-23,24.20,7.00,late
15993,3112,3,2025-08-08,24.20,2025-08-06,24.20,0.00,paid
15994,3112,4,2025-09-07,24.20,2025-09-23,24.20,7.00,late
15995,3112,5,2025-10-07,24.20,2025-10-08,24.20,0.00,paid
15996,3112,6,2025-11-06,24.20,2025-11-03,24.20,0.00,paid
15997,3113,1,2026-06-23,83.14,2026-07-01,83.14,7.00,late
15998,3113,2,2026-07-07,83.14,,,0.00,scheduled
15999,3113,3,2026-07-21,83.14,,,0.00,scheduled
16000,3113,4,2026-08-04,83.14,,,0.00,scheduled
16001,3114,1,2025-12-07,53.88,2025-12-09,53.88,0.00,paid
16002,3114,2,2025-12-21,53.88,2025-12-20,53.88,0.00,paid
16003,3114,3,2026-01-04,53.88,2026-01-05,53.88,0.00,paid
16004,3114,4,2026-01-18,53.88,2026-01-18,53.88,0.00,paid
16005,3115,1,2026-07-04,15.81,,,0.00,scheduled
16006,3115,2,2026-08-03,15.81,,,0.00,scheduled
16007,3115,3,2026-09-02,15.81,,,0.00,scheduled
16008,3115,4,2026-10-02,15.81,,,0.00,scheduled
16009,3115,5,2026-11-01,15.81,,,0.00,scheduled
16010,3115,6,2026-12-01,15.81,,,0.00,scheduled
16011,3115,7,2026-12-31,15.81,,,0.00,scheduled
16012,3115,8,2027-01-30,15.81,,,0.00,scheduled
16013,3115,9,2027-03-01,15.81,,,0.00,scheduled
16014,3115,10,2027-03-31,15.81,,,0.00,scheduled
16015,3115,11,2027-04-30,15.81,,,0.00,scheduled
16016,3115,12,2027-05-30,15.81,,,0.00,scheduled
16017,3116,1,2025-09-24,10.52,2025-09-26,10.52,0.00,paid
16018,3116,2,2025-10-24,10.52,2025-10-23,10.52,0.00,paid
16019,3116,3,2025-11-23,10.52,2025-11-24,10.52,0.00,paid
16020,3116,4,2025-12-23,10.52,2025-12-28,10.52,7.00,late
16021,3116,5,2026-01-22,10.52,2026-01-21,10.52,0.00,paid
16022,3116,6,2026-02-21,10.52,2026-02-19,10.52,0.00,paid
16023,3116,7,2026-03-23,10.52,2026-03-22,10.52,0.00,paid
16024,3116,8,2026-04-22,10.52,2026-05-10,10.52,7.00,late
16025,3116,9,2026-05-22,10.52,2026-05-25,10.52,0.00,paid
16026,3116,10,2026-06-21,10.52,2026-06-24,10.52,0.00,paid
16027,3116,11,2026-07-21,10.52,,,0.00,scheduled
16028,3116,12,2026-08-20,10.52,,,0.00,scheduled
16029,3117,1,2025-12-03,368.01,2025-12-05,368.01,0.00,paid
16030,3117,2,2025-12-17,368.01,2025-12-16,368.01,0.00,paid
16031,3117,3,2025-12-31,368.01,2025-12-30,368.01,0.00,paid
16032,3117,4,2026-01-14,368.01,2026-01-13,368.01,0.00,paid
16033,3118,1,2026-03-26,45.30,2026-03-27,45.30,0.00,paid
16034,3118,2,2026-04-25,45.30,2026-04-22,45.30,0.00,paid
16035,3118,3,2026-05-25,45.30,2026-05-30,45.30,7.00,late
16036,3119,1,2025-12-18,46.97,,,7.00,written_off
16037,3119,2,2026-01-01,46.97,,,7.00,written_off
16038,3119,3,2026-01-15,46.97,,,7.00,written_off
16039,3119,4,2026-01-29,46.97,,,7.00,written_off
16040,3120,1,2026-07-20,229.25,,,0.00,scheduled
16041,3120,2,2026-08-03,229.25,,,0.00,scheduled
16042,3120,3,2026-08-17,229.25,,,0.00,scheduled
16043,3120,4,2026-08-31,229.25,,,0.00,scheduled
16044,3121,1,2025-11-10,95.77,2025-11-12,95.77,0.00,paid
16045,3121,2,2025-12-10,95.77,2025-12-11,95.77,0.00,paid
16046,3121,3,2026-01-09,95.77,2026-01-09,95.77,0.00,paid
16047,3122,1,2026-05-07,45.33,2026-05-05,45.33,0.00,paid
16048,3122,2,2026-05-21,45.33,2026-05-22,45.33,0.00,paid
16049,3122,3,2026-06-04,45.33,2026-06-02,45.33,0.00,paid
16050,3122,4,2026-06-18,45.33,2026-06-18,45.33,0.00,paid
16051,3123,1,2025-06-29,107.60,2025-06-28,107.60,0.00,paid
16052,3123,2,2025-07-13,107.60,2025-07-10,107.60,0.00,paid
16053,3123,3,2025-07-27,107.60,2025-07-24,107.60,0.00,paid
16054,3123,4,2025-08-10,107.60,2025-08-12,107.60,0.00,paid
16055,3124,1,2026-07-15,56.56,,,0.00,scheduled
16056,3124,2,2026-08-14,56.56,,,0.00,scheduled
16057,3124,3,2026-09-13,56.56,,,0.00,scheduled
16058,3125,1,2025-11-27,93.32,2025-11-27,93.32,0.00,paid
16059,3125,2,2025-12-27,93.32,2025-12-24,93.32,0.00,paid
16060,3125,3,2026-01-26,93.32,2026-01-26,93.32,0.00,paid
16061,3126,1,2025-09-04,85.88,2025-09-06,85.88,0.00,paid
16062,3126,2,2025-09-18,85.88,2025-09-29,85.88,7.00,late
16063,3126,3,2025-10-02,85.88,2025-10-10,85.88,7.00,late
16064,3126,4,2025-10-16,85.88,2025-10-17,85.88,0.00,paid
16065,3127,1,2025-05-04,40.83,2025-05-06,40.83,0.00,paid
16066,3127,2,2025-05-18,40.83,2025-05-18,40.83,0.00,paid
16067,3127,3,2025-06-01,40.83,2025-06-04,40.83,0.00,paid
16068,3127,4,2025-06-15,40.83,2025-06-16,40.83,0.00,paid
16069,3128,1,2026-02-01,103.15,2026-01-29,103.15,0.00,paid
16070,3128,2,2026-03-03,103.15,2026-03-04,103.15,0.00,paid
16071,3128,3,2026-04-02,103.15,2026-03-31,103.15,0.00,paid
16072,3128,4,2026-05-02,103.15,2026-05-04,103.15,0.00,paid
16073,3128,5,2026-06-01,103.15,2026-06-02,103.15,0.00,paid
16074,3128,6,2026-07-01,103.15,2026-07-01,103.15,7.00,late
16075,3129,1,2026-04-12,53.16,2026-04-10,53.16,0.00,paid
16076,3129,2,2026-05-12,53.16,2026-05-11,53.16,0.00,paid
16077,3129,3,2026-06-11,53.16,2026-06-13,53.16,0.00,paid
16078,3129,4,2026-07-11,53.16,,,0.00,scheduled
16079,3129,5,2026-08-10,53.16,,,0.00,scheduled
16080,3129,6,2026-09-09,53.16,,,0.00,scheduled
16081,3130,1,2025-12-09,28.07,2025-12-07,28.07,0.00,paid
16082,3130,2,2026-01-08,28.07,2026-01-07,28.07,0.00,paid
16083,3130,3,2026-02-07,28.07,2026-02-10,28.07,0.00,paid
16084,3131,1,2025-10-18,257.28,2025-10-17,257.28,0.00,paid
16085,3131,2,2025-11-17,257.28,2025-11-15,257.28,0.00,paid
16086,3131,3,2025-12-17,257.28,2025-12-15,257.28,0.00,paid
16087,3132,1,2025-06-07,20.39,2025-06-06,20.39,0.00,paid
16088,3132,2,2025-06-21,20.39,2025-06-22,20.39,0.00,paid
16089,3132,3,2025-07-05,20.39,2025-07-18,20.39,7.00,late
16090,3132,4,2025-07-19,20.39,2025-07-18,20.39,0.00,paid
16091,3133,1,2026-02-16,212.79,2026-02-14,212.79,0.00,paid
16092,3133,2,2026-03-02,212.79,2026-03-18,212.79,7.00,late
16093,3133,3,2026-03-16,212.79,2026-03-17,212.79,0.00,paid
16094,3133,4,2026-03-30,212.79,2026-03-28,212.79,0.00,paid
16095,3134,1,2026-06-17,83.28,,,7.00,late
16096,3134,2,2026-07-17,83.28,,,0.00,scheduled
16097,3134,3,2026-08-16,83.28,,,0.00,scheduled
16098,3135,1,2026-04-22,120.65,2026-04-25,120.65,0.00,paid
16099,3135,2,2026-05-06,120.65,2026-05-04,120.65,0.00,paid
16100,3135,3,2026-05-20,120.65,2026-05-18,120.65,0.00,paid
16101,3135,4,2026-06-03,120.65,2026-06-02,120.65,0.00,paid
16102,3136,1,2025-11-06,96.77,2025-11-05,96.77,0.00,paid
16103,3136,2,2025-12-06,96.77,2025-12-05,96.77,0.00,paid
16104,3136,3,2026-01-05,96.77,2026-01-18,96.77,7.00,late
16105,3136,4,2026-02-04,96.77,2026-02-04,96.77,0.00,paid
16106,3136,5,2026-03-06,96.77,2026-03-03,96.77,0.00,paid
16107,3136,6,2026-04-05,96.77,2026-04-05,96.77,0.00,paid
16108,3137,1,2026-03-06,92.40,2026-03-09,92.40,0.00,paid
16109,3137,2,2026-03-20,92.40,2026-03-17,92.40,0.00,paid
16110,3137,3,2026-04-03,92.40,2026-03-31,92.40,0.00,paid
16111,3137,4,2026-04-17,92.40,2026-04-16,92.40,0.00,paid
16112,3138,1,2026-06-19,159.50,2026-06-19,159.50,0.00,paid
16113,3138,2,2026-07-03,159.50,,,0.00,scheduled
16114,3138,3,2026-07-17,159.50,,,0.00,scheduled
16115,3138,4,2026-07-31,159.50,,,0.00,scheduled
16116,3139,1,2025-07-22,65.61,2025-07-25,65.61,0.00,paid
16117,3139,2,2025-08-21,65.61,2025-09-05,65.61,7.00,late
16118,3139,3,2025-09-20,65.61,2025-09-22,65.61,0.00,paid
16119,3139,4,2025-10-20,65.61,2025-10-23,65.61,0.00,paid
16120,3139,5,2025-11-19,65.61,2025-12-03,65.61,7.00,late
16121,3139,6,2025-12-19,65.61,2025-12-18,65.61,0.00,paid
16122,3139,7,2026-01-18,65.61,2026-01-15,65.61,0.00,paid
16123,3139,8,2026-02-17,65.61,2026-02-14,65.61,0.00,paid
16124,3139,9,2026-03-19,65.61,2026-03-20,65.61,0.00,paid
16125,3139,10,2026-04-18,65.61,2026-04-18,65.61,0.00,paid
16126,3139,11,2026-05-18,65.61,2026-05-23,65.61,7.00,late
16127,3139,12,2026-06-17,65.61,2026-06-16,65.61,0.00,paid
16128,3140,1,2026-04-25,20.75,,,7.00,missed
16129,3140,2,2026-05-25,20.75,,,7.00,missed
16130,3140,3,2026-06-24,20.75,,,7.00,late
16131,3140,4,2026-07-24,20.75,,,0.00,scheduled
16132,3140,5,2026-08-23,20.75,,,0.00,scheduled
16133,3140,6,2026-09-22,20.75,,,0.00,scheduled
16134,3140,7,2026-10-22,20.75,,,0.00,scheduled
16135,3140,8,2026-11-21,20.75,,,0.00,scheduled
16136,3140,9,2026-12-21,20.75,,,0.00,scheduled
16137,3140,10,2027-01-20,20.75,,,0.00,scheduled
16138,3140,11,2027-02-19,20.75,,,0.00,scheduled
16139,3140,12,2027-03-21,20.75,,,0.00,scheduled
16140,3141,1,2026-05-08,45.36,2026-05-08,45.36,0.00,paid
16141,3141,2,2026-05-22,45.36,2026-05-25,45.36,0.00,paid
16142,3141,3,2026-06-05,45.36,2026-06-07,45.36,0.00,paid
16143,3141,4,2026-06-19,45.36,2026-06-17,45.36,0.00,paid
16144,3142,1,2026-03-20,37.29,,,7.00,written_off
16145,3142,2,2026-04-19,37.29,,,7.00,missed
16146,3142,3,2026-05-19,37.29,,,7.00,missed
16147,3142,4,2026-06-18,37.29,,,7.00,late
16148,3142,5,2026-07-18,37.29,,,0.00,scheduled
16149,3142,6,2026-08-17,37.29,,,0.00,scheduled
16150,3142,7,2026-09-16,37.29,,,0.00,scheduled
16151,3142,8,2026-10-16,37.29,,,0.00,scheduled
16152,3142,9,2026-11-15,37.29,,,0.00,scheduled
16153,3142,10,2026-12-15,37.29,,,0.00,scheduled
16154,3142,11,2027-01-14,37.29,,,0.00,scheduled
16155,3142,12,2027-02-13,37.29,,,0.00,scheduled
16156,3143,1,2026-05-04,167.08,2026-05-04,167.08,0.00,paid
16157,3143,2,2026-05-18,167.08,2026-05-31,167.08,7.00,late
16158,3143,3,2026-06-01,167.08,2026-05-31,167.08,0.00,paid
16159,3143,4,2026-06-15,167.08,2026-06-17,167.08,0.00,paid
16160,3144,1,2026-07-24,170.86,,,0.00,scheduled
16161,3144,2,2026-08-23,170.86,,,0.00,scheduled
16162,3144,3,2026-09-22,170.86,,,0.00,scheduled
16163,3145,1,2026-03-09,66.72,2026-03-09,66.72,0.00,paid
16164,3145,2,2026-03-23,66.72,2026-03-23,66.72,0.00,paid
16165,3145,3,2026-04-06,66.72,2026-04-16,66.72,7.00,late
16166,3145,4,2026-04-20,66.72,2026-04-18,66.72,0.00,paid
16167,3146,1,2026-01-05,204.48,2026-01-03,204.48,0.00,paid
16168,3146,2,2026-01-19,204.48,2026-01-18,204.48,0.00,paid
16169,3146,3,2026-02-02,204.48,2026-01-30,204.48,0.00,paid
16170,3146,4,2026-02-16,204.48,2026-02-14,204.48,0.00,paid
16171,3147,1,2025-11-26,337.50,,,7.00,written_off
16172,3147,2,2025-12-10,337.50,,,7.00,written_off
16173,3147,3,2025-12-24,337.50,,,7.00,written_off
16174,3147,4,2026-01-07,337.50,,,7.00,written_off
16175,3148,1,2026-01-22,264.26,2026-01-24,264.26,0.00,paid
16176,3148,2,2026-02-05,264.26,2026-02-03,264.26,0.00,paid
16177,3148,3,2026-02-19,264.26,2026-02-19,264.26,0.00,paid
16178,3148,4,2026-03-05,264.26,2026-03-05,264.26,0.00,paid
16179,3149,1,2025-12-28,37.81,2025-12-30,37.81,0.00,paid
16180,3149,2,2026-01-11,37.81,2026-01-13,37.81,0.00,paid
16181,3149,3,2026-01-25,37.81,2026-01-27,37.81,0.00,paid
16182,3149,4,2026-02-08,37.81,2026-02-06,37.81,0.00,paid
16183,3150,1,2026-04-13,76.50,2026-04-19,76.50,7.00,late
16184,3150,2,2026-04-27,76.50,2026-04-29,76.50,0.00,paid
16185,3150,3,2026-05-11,76.50,2026-05-13,76.50,0.00,paid
16186,3150,4,2026-05-25,76.50,2026-05-23,76.50,0.00,paid
16187,3151,1,2026-02-18,31.88,2026-02-16,31.88,0.00,paid
16188,3151,2,2026-03-04,31.88,2026-03-01,31.88,0.00,paid
16189,3151,3,2026-03-18,31.88,2026-03-19,31.88,0.00,paid
16190,3151,4,2026-04-01,31.88,2026-03-29,31.88,0.00,paid
16191,3152,1,2026-06-12,64.01,,,7.00,late
16192,3152,2,2026-07-12,64.01,,,0.00,scheduled
16193,3152,3,2026-08-11,64.01,,,0.00,scheduled
16194,3152,4,2026-09-10,64.01,,,0.00,scheduled
16195,3152,5,2026-10-10,64.01,,,0.00,scheduled
16196,3152,6,2026-11-09,64.01,,,0.00,scheduled
16197,3153,1,2026-06-21,19.57,2026-06-19,19.57,0.00,paid
16198,3153,2,2026-07-21,19.57,,,0.00,scheduled
16199,3153,3,2026-08-20,19.57,,,0.00,scheduled
16200,3153,4,2026-09-19,19.57,,,0.00,scheduled
16201,3153,5,2026-10-19,19.57,,,0.00,scheduled
16202,3153,6,2026-11-18,19.57,,,0.00,scheduled
16203,3154,1,2026-04-07,231.38,2026-04-07,231.38,0.00,paid
16204,3154,2,2026-04-21,231.38,2026-04-23,231.38,0.00,paid
16205,3154,3,2026-05-05,231.38,2026-05-08,231.38,0.00,paid
16206,3154,4,2026-05-19,231.38,2026-05-21,231.38,0.00,paid
16207,3155,1,2025-11-15,21.60,2025-11-18,21.60,0.00,paid
16208,3155,2,2025-12-15,21.60,2025-12-18,21.60,0.00,paid
16209,3155,3,2026-01-14,21.60,2026-01-26,21.60,7.00,late
16210,3155,4,2026-02-13,21.60,2026-02-14,21.60,0.00,paid
16211,3155,5,2026-03-15,21.60,2026-03-17,21.60,0.00,paid
16212,3155,6,2026-04-14,21.60,2026-04-17,21.60,0.00,paid
16213,3156,1,2025-07-18,31.86,2025-07-16,31.86,0.00,paid
16214,3156,2,2025-08-01,31.86,2025-08-01,31.86,0.00,paid
16215,3156,3,2025-08-15,31.86,2025-09-02,31.86,7.00,late
16216,3156,4,2025-08-29,31.86,2025-08-31,31.86,0.00,paid
16217,3157,1,2026-01-14,192.68,2026-01-14,192.68,0.00,paid
16218,3157,2,2026-02-13,192.68,2026-02-10,192.68,0.00,paid
16219,3157,3,2026-03-15,192.68,2026-03-18,192.68,0.00,paid
16220,3158,1,2025-04-08,68.16,2025-04-09,68.16,0.00,paid
16221,3158,2,2025-04-22,68.16,2025-04-22,68.16,0.00,paid
16222,3158,3,2025-05-06,68.16,2025-05-04,68.16,0.00,paid
