plan_id,customer_id,merchant_id,product_type,num_installments,order_amount_usd,total_repayable_usd,apr_bps,created_at,status
3402,1516,12,pay_in_3,3,343.14,343.14,0,2025-08-27,paid_off
3403,1517,45,pay_monthly_6,6,193.52,213.41,2084,2026-02-28,active
3404,1518,12,pay_in_4,4,500.72,500.72,0,2026-06-13,active
3405,1519,47,pay_monthly_6,6,216.60,234.26,1653,2026-05-26,active
3406,1520,15,pay_monthly_6,6,379.03,413.74,1857,2025-11-16,active
3407,1520,45,pay_monthly_12,12,348.08,462.13,3322,2026-06-16,active
3408,1521,32,pay_in_4,4,924.92,924.92,0,2026-02-01,paid_off
3409,1521,37,pay_monthly_12,12,30.94,39.58,2831,2025-04-11,active
3410,1521,13,pay_in_4,4,391.36,391.36,0,2025-08-17,paid_off
3411,1522,57,pay_in_3,3,95.76,95.76,0,2026-06-07,active
3412,1523,36,pay_in_4,4,69.13,69.13,0,2026-06-14,active
3413,1523,48,pay_in_3,3,247.66,247.66,0,2026-02-24,paid_off
3414,1525,34,pay_in_3,3,201.92,201.92,0,2026-03-08,paid_off
3415,1525,24,pay_in_4,4,1058.48,1058.48,0,2026-01-18,delinquent
3416,1525,23,pay_in_4,4,675.84,675.84,0,2026-04-02,active
3417,1528,17,pay_in_4,4,1055.36,1055.36,0,2025-10-08,active
3418,1528,49,pay_monthly_6,6,952.19,1037.75,1822,2026-06-17,active
3419,1528,3,pay_monthly_6,6,847.50,932.30,2029,2025-11-01,paid_off
3420,1528,42,pay_monthly_6,6,103.39,115.75,2425,2026-03-18,active
3421,1529,34,pay_monthly_12,12,356.80,452.03,2706,2026-04-19,active
3422,1531,52,pay_monthly_12,12,379.52,471.94,2469,2026-04-09,active
3423,1531,8,pay_monthly_12,12,340.53,423.09,2458,2026-04-23,active
3424,1531,42,pay_in_3,3,53.67,53.67,0,2026-03-06,defaulted
3425,1532,52,pay_in_4,4,231.15,231.15,0,2026-04-23,active
3426,1532,35,pay_in_4,4,117.68,117.68,0,2026-02-20,paid_off
3427,1532,30,pay_monthly_6,6,539.43,584.15,1681,2025-12-03,active
3428,1532,61,pay_in_4,4,160.12,160.12,0,2025-12-17,paid_off
3429,1532,47,pay_in_4,4,123.67,123.67,0,2025-11-09,active
3430,1533,15,pay_in_4,4,573.08,573.08,0,2026-05-11,active
3431,1533,26,pay_in_4,4,737.82,737.82,0,2026-06-14,active
3432,1533,7,pay_monthly_6,6,229.38,247.51,1603,2026-06-06,active
3433,1534,7,pay_in_4,4,274.28,274.28,0,2025-07-25,paid_off
3434,1534,9,pay_monthly_12,12,376.54,474.36,2634,2026-06-19,active
3435,1535,17,pay_in_4,4,307.94,307.94,0,2026-03-18,active
3436,1537,53,pay_monthly_12,12,577.66,764.88,3286,2026-06-05,active
3437,1537,53,pay_monthly_12,12,545.12,705.02,2974,2025-12-18,active
3438,1537,4,pay_in_4,4,143.88,143.88,0,2025-12-03,paid_off
3439,1538,34,pay_in_4,4,438.21,438.21,0,2026-02-27,active
3440,1538,4,pay_in_4,4,258.96,258.96,0,2026-03-28,active
3441,1538,8,pay_in_4,4,374.04,374.04,0,2026-02-09,paid_off
3442,1540,30,pay_in_4,4,417.37,417.37,0,2026-02-04,paid_off
3443,1540,35,pay_monthly_12,12,56.70,72.09,2752,2026-01-08,active
3444,1540,17,pay_monthly_6,6,356.02,392.59,2083,2025-03-06,paid_off
3445,1540,46,pay_in_4,4,410.40,410.40,0,2025-07-08,paid_off
3446,1540,9,pay_in_4,4,764.16,764.16,0,2025-02-22,paid_off
3447,1540,21,pay_in_3,3,303.39,303.39,0,2025-06-25,paid_off
3448,1541,56,pay_in_3,3,69.25,69.25,0,2026-03-05,paid_off
3449,1542,16,pay_in_4,4,965.54,965.54,0,2025-12-19,active
3450,1542,35,pay_monthly_6,6,377.57,408.22,1646,2026-05-05,active
3451,1542,13,pay_in_3,3,1133.12,1133.12,0,2026-05-14,active
3452,1542,57,pay_in_4,4,106.60,106.60,0,2026-03-07,active
3453,1543,33,pay_in_4,4,462.20,462.20,0,2025-11-12,active
3454,1543,14,pay_in_4,4,1562.22,1562.22,0,2026-03-21,paid_off
3455,1543,61,pay_in_4,4,164.00,164.00,0,2025-12-18,paid_off
3456,1543,53,pay_monthly_6,6,228.04,255.67,2457,2025-11-08,defaulted
3457,1543,12,pay_in_4,4,456.15,456.15,0,2026-06-12,active
3458,1544,3,pay_in_4,4,320.06,320.06,0,2026-01-05,paid_off
3459,1545,40,pay_in_4,4,279.58,279.58,0,2026-02-01,paid_off
3460,1546,48,pay_in_4,4,412.30,412.30,0,2025-01-16,active
3461,1546,40,pay_in_3,3,66.08,66.08,0,2025-09-04,paid_off
3462,1546,46,pay_monthly_6,6,231.55,259.31,2431,2025-05-18,active
3463,1546,29,pay_monthly_12,12,773.19,944.85,2251,2025-11-10,active
3464,1546,2,pay_in_4,4,559.46,559.46,0,2025-05-07,active
3465,1546,23,pay_monthly_6,6,2915.64,3271.51,2475,2026-01-24,active
3466,1547,31,pay_in_4,4,554.02,554.02,0,2026-03-21,active
3467,1549,14,pay_in_4,4,1127.00,1127.00,0,2025-12-02,paid_off
3468,1549,36,pay_monthly_6,6,414.32,460.42,2256,2025-12-03,active
3469,1549,6,pay_monthly_6,6,250.12,271.87,1763,2025-09-02,defaulted
3470,1550,61,pay_in_4,4,96.30,96.30,0,2025-07-23,active
3471,1550,8,pay_in_4,4,398.56,398.56,0,2026-03-26,paid_off
3472,1550,34,pay_in_4,4,700.92,700.92,0,2026-01-06,paid_off
3473,1550,55,pay_in_4,4,97.76,97.76,0,2026-05-27,active
3474,1550,53,pay_monthly_6,6,617.41,665.09,1566,2026-03-05,active
3475,1550,29,pay_monthly_6,6,1542.46,1724.87,2398,2025-11-04,paid_off
3476,1552,10,pay_in_4,4,384.04,384.04,0,2026-03-15,active
3477,1552,50,pay_in_3,3,365.80,365.80,0,2025-06-19,paid_off
3478,1553,49,pay_in_3,3,182.71,182.71,0,2025-11-25,active
3479,1553,14,pay_in_4,4,507.65,507.65,0,2026-04-19,paid_off
3480,1553,34,pay_in_3,3,446.65,446.65,0,2025-10-08,paid_off
3481,1553,44,pay_monthly_6,6,114.04,123.87,1748,2026-06-21,active
3482,1553,27,pay_in_4,4,2390.27,2390.27,0,2026-04-15,defaulted
3483,1555,45,pay_in_4,4,310.51,310.51,0,2025-12-12,active
3484,1555,46,pay_in_4,4,490.19,490.19,0,2025-11-11,paid_off
3485,1555,53,pay_in_4,4,288.36,288.36,0,2025-10-06,paid_off
3486,1556,6,pay_in_4,4,282.35,282.35,0,2026-04-08,paid_off
3487,1556,10,pay_in_4,4,298.13,298.13,0,2026-06-05,active
3488,1558,54,pay_monthly_6,6,141.28,155.86,2092,2026-05-25,active
3489,1559,39,pay_in_4,4,108.90,108.90,0,2026-03-16,paid_off
3490,1561,22,pay_monthly_12,12,946.61,1256.30,3317,2025-11-17,active
3491,1561,18,pay_in_3,3,950.00,950.00,0,2026-05-03,active
3492,1561,35,pay_in_4,4,135.81,135.81,0,2025-10-17,paid_off
3493,1561,47,pay_in_3,3,243.10,243.10,0,2025-04-16,active
3494,1561,61,pay_monthly_12,12,69.58,87.53,2615,2026-03-05,active
3495,1561,11,pay_monthly_12,12,933.05,1142.78,2279,2026-02-03,defaulted
3496,1562,8,pay_in_4,4,409.87,409.87,0,2026-01-05,paid_off
3497,1562,6,pay_in_4,4,179.23,179.23,0,2025-08-10,active
3498,1562,8,pay_in_4,4,296.56,296.56,0,2025-04-28,paid_off
3499,1563,60,pay_monthly_12,12,123.33,164.04,3347,2026-01-21,active
3500,1563,6,pay_in_4,4,156.59,156.59,0,2026-04-13,paid_off
3501,1565,59,pay_in_3,3,111.24,111.24,0,2026-02-03,active
3502,1565,37,pay_in_3,3,106.47,106.47,0,2026-03-05,active
3503,1565,32,pay_monthly_12,12,500.00,614.41,2320,2025-09-02,active
3504,1565,50,pay_in_3,3,500.00,500.00,0,2026-05-06,active
3505,1566,17,pay_monthly_12,12,489.95,638.21,3068,2026-04-04,active
3506,1567,51,pay_in_3,3,192.74,192.74,0,2026-02-27,paid_off
3507,1567,21,pay_monthly_12,12,1223.93,1630.02,3364,2025-11-18,active
3508,1568,22,pay_monthly_12,12,1100.42,1382.39,2598,2026-03-14,active
3509,1568,58,pay_in_4,4,80.01,80.01,0,2026-03-03,delinquent
3510,1568,19,pay_monthly_6,6,105.33,116.34,2120,2026-03-13,active
3511,1569,37,pay_monthly_6,6,203.41,227.08,2360,2025-11-13,active
3512,1569,3,pay_in_4,4,414.34,414.34,0,2025-11-01,active
3513,1569,34,pay_in_3,3,463.16,463.16,0,2026-03-21,paid_off
3514,1570,19,pay_in_4,4,582.97,582.97,0,2026-06-17,active
3515,1570,9,pay_in_4,4,190.01,190.01,0,2026-04-02,active
3516,1570,25,pay_in_4,4,2700.00,2700.00,0,2026-02-26,paid_off
3517,1571,2,pay_in_3,3,183.61,183.61,0,2026-05-11,active
3518,1571,58,pay_in_4,4,138.03,138.03,0,2025-09-12,active
3519,1571,42,pay_monthly_6,6,119.96,129.30,1578,2025-08-03,paid_off
3520,1571,34,pay_monthly_6,6,398.95,443.73,2276,2025-12-19,active
3521,1571,45,pay_in_4,4,270.34,270.34,0,2025-08-25,paid_off
3522,1572,37,pay_monthly_6,6,218.60,246.53,2591,2025-12-17,active
3523,1572,39,pay_in_4,4,242.21,242.21,0,2026-05-14,active
3524,1572,61,pay_monthly_12,12,41.13,53.78,3119,2026-05-13,active
3525,1572,37,pay_monthly_6,6,94.56,105.63,2373,2025-11-27,active
3526,1572,58,pay_in_4,4,76.60,76.60,0,2026-05-03,defaulted
3527,1572,25,pay_in_3,3,625.20,625.20,0,2025-03-23,defaulted
3528,1572,51,pay_in_4,4,360.48,360.48,0,2026-02-14,active
3529,1573,18,pay_in_4,4,429.13,429.13,0,2025-10-17,paid_off
3530,1574,27,pay_in_3,3,993.32,993.32,0,2026-05-14,active
3531,1575,40,pay_in_4,4,92.30,92.30,0,2026-01-16,defaulted
3532,1575,11,pay_in_4,4,457.00,457.00,0,2025-12-10,active
3533,1575,6,pay_monthly_6,6,358.15,385.05,1523,2026-02-20,active
3534,1576,41,pay_in_4,4,164.47,164.47,0,2026-06-07,active
3535,1576,40,pay_monthly_6,6,102.41,113.75,2246,2025-06-12,active
3536,1577,48,pay_in_3,3,49.79,49.79,0,2026-04-13,active
3537,1578,49,pay_monthly_6,6,338.84,365.39,1589,2026-02-06,defaulted
3538,1578,6,pay_in_3,3,341.63,341.63,0,2026-02-13,paid_off
3539,1580,22,pay_in_4,4,599.70,599.70,0,2026-06-18,active
3540,1580,27,pay_in_3,3,475.61,475.61,0,2026-04-23,active
3541,1580,13,pay_in_4,4,1100.00,1100.00,0,2026-05-03,delinquent
3542,1580,10,pay_monthly_6,6,246.21,268.95,1873,2026-01-25,active
3543,1581,11,pay_monthly_12,12,955.36,1189.42,2484,2026-04-08,active
3544,1582,5,pay_monthly_6,6,136.37,148.25,1767,2026-04-16,active
3545,1582,18,pay_in_4,4,350.91,350.91,0,2026-01-25,paid_off
3546,1583,23,pay_monthly_6,6,1414.51,1519.77,1509,2026-06-04,active
3547,1583,44,pay_in_4,4,93.98,93.98,0,2026-04-21,active
3548,1583,16,pay_in_4,4,503.85,503.85,0,2026-04-17,paid_off
3549,1583,45,pay_in_4,4,361.37,361.37,0,2026-03-02,active
3550,1584,12,pay_in_4,4,714.72,714.72,0,2025-03-21,paid_off
3551,1584,42,pay_in_4,4,263.17,263.17,0,2026-04-12,active
3552,1584,3,pay_in_4,4,557.47,557.47,0,2025-07-18,paid_off
3553,1584,50,pay_in_4,4,158.07,158.07,0,2025-12-16,paid_off
3554,1584,20,pay_in_4,4,440.26,440.26,0,2025-10-14,active
3555,1585,49,pay_in_4,4,543.50,543.50,0,2025-10-11,active
3556,1585,18,pay_monthly_12,12,474.22,591.06,2498,2025-05-20,active
3557,1585,11,pay_in_4,4,500.76,500.76,0,2025-12-07,active
3558,1585,13,pay_in_4,4,706.01,706.01,0,2025-06-27,active
3559,1586,59,pay_in_4,4,92.71,92.71,0,2026-05-08,active
3560,1586,53,pay_monthly_6,6,171.79,187.00,1795,2025-10-26,defaulted
3561,1586,55,pay_in_4,4,126.17,126.17,0,2026-06-18,active
3562,1587,25,pay_in_4,4,443.96,443.96,0,2026-06-20,active
3563,1587,54,pay_monthly_6,6,278.49,307.73,2129,2025-05-05,paid_off
3564,1587,50,pay_in_4,4,226.30,226.30,0,2026-01-05,active
3565,1587,47,pay_in_4,4,153.00,153.00,0,2025-07-07,paid_off
3566,1587,12,pay_monthly_6,6,700.47,784.86,2443,2025-03-15,paid_off
3567,1588,23,pay_in_4,4,427.95,427.95,0,2026-03-03,paid_off
3568,1588,13,pay_in_3,3,614.11,614.11,0,2026-06-13,active
3569,1588,16,pay_monthly_12,12,553.26,695.63,2609,2025-08-20,active
3570,1588,18,pay_in_3,3,578.91,578.91,0,2025-09-11,paid_off
3571,1588,41,pay_monthly_6,6,64.88,70.05,1616,2026-01-15,active
3572,1590,3,pay_in_4,4,581.20,581.20,0,2026-04-01,active
3573,1590,49,pay_in_4,4,256.76,256.76,0,2025-07-21,paid_off
3574,1590,8,pay_in_3,3,389.23,389.23,0,2025-05-10,paid_off
3575,1590,18,pay_in_3,3,643.16,643.16,0,2026-01-02,paid_off
3576,1590,52,pay_monthly_6,6,163.52,176.12,1563,2025-11-24,paid_off
3577,1591,27,pay_in_4,4,517.16,517.16,0,2026-02-15,paid_off
3578,1591,6,pay_in_4,4,318.80,318.80,0,2025-11-04,active
3579,1591,25,pay_in_4,4,1150.19,1150.19,0,2025-11-02,paid_off
3580,1591,2,pay_in_3,3,388.32,388.32,0,2025-12-15,active
3581,1592,25,pay_in_4,4,995.15,995.15,0,2026-05-13,active
3582,1592,25,pay_in_4,4,608.31,608.31,0,2026-04-19,defaulted
3583,1593,7,pay_in_4,4,199.48,199.48,0,2025-05-10,delinquent
3584,1593,55,pay_monthly_6,6,60.88,68.06,2390,2026-03-23,defaulted
3585,1593,60,pay_monthly_12,12,39.43,49.49,2587,2026-01-18,active
3586,1593,27,pay_in_4,4,925.36,925.36,0,2025-06-01,paid_off
3587,1593,51,pay_monthly_6,6,416.72,448.86,1564,2026-03-15,active
3588,1594,20,pay_monthly_6,6,1129.18,1251.02,2188,2026-02-27,active
3589,1594,18,pay_in_4,4,167.65,167.65,0,2025-10-28,paid_off
3590,1594,27,pay_in_3,3,382.92,382.92,0,2026-05-09,defaulted
3591,1594,43,pay_in_4,4,166.52,166.52,0,2026-06-09,active
3592,1595,49,pay_monthly_12,12,295.26,382.19,2985,2026-04-19,active
3593,1595,14,pay_monthly_6,6,1057.75,1140.38,1584,2026-04-05,active
3594,1595,10,pay_monthly_6,6,371.54,411.78,2196,2025-07-22,active
3595,1596,39,pay_monthly_6,6,112.69,123.20,1892,2026-04-09,active
3596,1597,5,pay_monthly_12,12,167.47,216.76,2984,2025-12-23,active
3597,1597,53,pay_in_4,4,213.01,213.01,0,2026-06-17,active
3598,1599,49,pay_monthly_6,6,581.42,644.30,2193,2025-06-01,active
3599,1599,46,pay_monthly_12,12,253.25,306.85,2146,2026-05-09,active
3600,1599,57,pay_in_4,4,127.27,127.27,0,2026-05-16,active
3601,1599,31,pay_monthly_6,6,478.17,520.64,1801,2025-12-24,paid_off
3602,1600,25,pay_monthly_6,6,1910.41,2102.23,2036,2026-05-03,active
3603,1600,4,pay_monthly_6,6,342.56,384.79,2500,2026-03-28,active
3604,1601,60,pay_in_3,3,27.62,27.62,0,2026-02-11,paid_off
3605,1601,18,pay_monthly_6,6,632.80,694.71,1984,2025-11-13,paid_off
3606,1601,54,pay_monthly_6,6,323.73,348.24,1535,2025-03-07,paid_off
3607,1602,31,pay_in_4,4,492.37,492.37,0,2025-12-22,paid_off
3608,1603,50,pay_in_4,4,408.51,408.51,0,2025-05-23,paid_off
3609,1603,34,pay_monthly_6,6,341.78,376.67,2070,2026-01-23,active
3610,1603,49,pay_monthly_12,12,204.15,253.14,2433,2026-02-22,active
3611,1603,15,pay_in_3,3,442.75,442.75,0,2025-07-22,defaulted
3612,1603,21,pay_in_4,4,467.97,467.97,0,2025-08-19,paid_off
3613,1603,55,pay_in_4,4,118.50,118.50,0,2026-04-02,delinquent
3614,1605,45,pay_in_4,4,1157.06,1157.06,0,2026-05-07,active
3615,1605,17,pay_in_4,4,794.88,794.88,0,2025-11-19,paid_off
3616,1605,60,pay_monthly_12,12,113.41,146.30,2940,2025-03-22,active
3617,1605,52,pay_in_3,3,276.59,276.59,0,2025-04-05,active
3618,1606,39,pay_in_3,3,114.48,114.48,0,2026-04-21,active
3619,1606,36,pay_in_4,4,262.92,262.92,0,2026-05-24,active
3620,1606,48,pay_monthly_12,12,268.76,337.36,2588,2026-01-26,active
3621,1609,57,pay_monthly_12,12,91.28,118.47,3020,2026-01-06,active
3622,1609,19,pay_in_4,4,559.45,559.45,0,2026-05-14,defaulted
3623,1610,48,pay_in_4,4,167.71,167.71,0,2026-02-16,paid_off
3624,1610,1,pay_in_3,3,383.17,383.17,0,2026-05-07,active
3625,1610,27,pay_monthly_6,6,1414.69,1556.24,2029,2026-03-10,active
3626,1611,34,pay_monthly_6,6,228.41,255.66,2419,2025-04-06,active
3627,1611,20,pay_monthly_6,6,622.12,690.90,2242,2026-06-04,active
3628,1612,8,pay_in_4,4,195.24,195.24,0,2025-10-08,active
3629,1613,61,pay_in_4,4,105.33,105.33,0,2025-09-04,delinquent
3630,1613,8,pay_in_4,4,353.34,353.34,0,2026-02-23,paid_off
3631,1613,52,pay_monthly_12,12,262.24,341.62,3069,2026-03-16,active
3632,1613,31,pay_monthly_6,6,332.69,369.03,2215,2025-10-06,active
3633,1616,4,pay_in_4,4,240.17,240.17,0,2025-08-05,paid_off
3634,1616,59,pay_in_4,4,177.86,177.86,0,2026-06-11,active
3635,1616,32,pay_in_4,4,353.10,353.10,0,2026-06-24,active
3636,1616,9,pay_monthly_6,6,254.02,279.32,2020,2026-02-10,active
3637,1619,8,pay_monthly_6,6,277.82,303.81,1897,2026-01-05,defaulted
3638,1619,47,pay_in_3,3,371.49,371.49,0,2026-05-24,active
3639,1619,16,pay_in_4,4,455.24,455.24,0,2025-05-18,defaulted
3640,1619,24,pay_monthly_6,6,900.00,995.42,2150,2025-05-18,defaulted
3641,1619,13,pay_in_4,4,518.18,518.18,0,2026-03-26,paid_off
3642,1621,52,pay_monthly_6,6,129.71,143.05,2085,2026-03-09,active
3643,1622,40,pay_in_3,3,120.35,120.35,0,2026-04-09,active
3644,1623,17,pay_in_4,4,788.65,788.65,0,2025-03-02,active
3645,1623,10,pay_in_3,3,252.98,252.98,0,2026-03-14,active
3646,1623,1,pay_in_3,3,346.58,346.58,0,2025-06-07,active
3647,1623,17,pay_in_4,4,834.96,834.96,0,2026-06-13,active
3648,1623,34,pay_in_3,3,789.71,789.71,0,2025-03-04,active
3649,1623,3,pay_in_4,4,277.12,277.12,0,2025-05-02,active
3650,1624,16,pay_in_4,4,909.01,909.01,0,2026-05-20,active
3651,1624,1,pay_in_4,4,310.89,310.89,0,2026-06-07,active
3652,1624,33,pay_monthly_12,12,181.61,225.15,2431,2026-05-20,active
3653,1625,44,pay_in_3,3,358.25,358.25,0,2026-05-16,active
3654,1625,17,pay_in_4,4,1272.63,1272.63,0,2025-09-26,paid_off
3655,1625,60,pay_in_3,3,98.21,98.21,0,2025-10-21,paid_off
3656,1625,59,pay_in_4,4,88.25,88.25,0,2025-07-04,paid_off
3657,1625,60,pay_in_4,4,66.48,66.48,0,2025-07-12,active
3658,1626,19,pay_in_3,3,473.84,473.84,0,2026-05-01,active
3659,1626,52,pay_in_3,3,170.85,170.85,0,2025-05-02,paid_off
3660,1626,51,pay_monthly_6,6,531.29,590.19,2248,2026-02-28,active
3661,1626,38,pay_in_4,4,69.25,69.25,0,2026-01-17,active
3662,1631,41,pay_in_4,4,125.05,125.05,0,2025-10-24,active
3663,1631,47,pay_monthly_6,6,411.54,445.25,1661,2025-08-18,active
3664,1631,13,pay_in_4,4,388.68,388.68,0,2026-05-05,active
3665,1631,39,pay_in_4,4,180.49,180.49,0,2025-10-25,paid_off
3666,1631,46,pay_in_4,4,199.60,199.60,0,2025-05-28,paid_off
3667,1631,33,pay_in_3,3,293.63,293.63,0,2026-06-20,active
3668,1632,61,pay_in_4,4,97.36,97.36,0,2025-11-15,paid_off
3669,1632,23,pay_in_4,4,694.94,694.94,0,2026-02-21,paid_off
3670,1633,32,pay_in_4,4,329.31,329.31,0,2025-11-05,active
3671,1633,17,pay_monthly_6,6,745.80,815.17,1886,2026-01-05,active
3672,1633,27,pay_monthly_6,6,1150.00,1254.80,1848,2026-02-15,active
3673,1635,47,pay_in_4,4,238.79,238.79,0,2026-04-19,paid_off
3674,1635,6,pay_in_4,4,130.74,130.74,0,2026-05-27,active
3675,1635,50,pay_in_4,4,315.77,315.77,0,2025-10-02,paid_off
3676,1635,6,pay_monthly_12,12,246.49,327.67,3339,2025-11-13,active
3677,1635,41,pay_monthly_6,6,159.12,176.61,2229,2026-06-04,active
3678,1635,37,pay_in_3,3,153.43,153.43,0,2026-02-23,paid_off
3679,1636,46,pay_monthly_6,6,144.39,158.23,1943,2026-05-05,active
3680,1637,2,pay_monthly_6,6,239.94,265.70,2177,2025-08-28,paid_off
3681,1637,41,pay_monthly_6,6,91.15,100.29,2034,2026-02-14,active
3682,1638,12,pay_in_4,4,681.70,681.70,0,2026-05-02,active
3683,1638,58,pay_in_4,4,196.14,196.14,0,2025-12-21,active
3684,1638,37,pay_monthly_6,6,144.01,158.39,2025,2026-06-17,active
3685,1639,49,pay_monthly_12,12,411.98,548.51,3360,2025-07-28,active
3686,1639,36,pay_in_4,4,96.71,96.71,0,2026-04-07,active
3687,1639,55,pay_in_4,4,47.23,47.23,0,2026-03-10,active
3688,1639,11,pay_monthly_6,6,1476.41,1593.78,1612,2025-08-09,active
3689,1641,2,pay_monthly_12,12,828.87,1033.74,2506,2026-03-25,active
3690,1641,30,pay_in_4,4,582.97,582.97,0,2026-05-10,defaulted
3691,1642,35,pay_in_4,4,56.24,56.24,0,2025-05-19,active
3692,1642,19,pay_in_4,4,659.21,659.21,0,2025-11-16,active
3693,1642,37,pay_monthly_6,6,64.16,71.93,2457,2026-06-03,active
3694,1642,17,pay_in_3,3,243.40,243.40,0,2026-02-17,delinquent
3695,1642,10,pay_in_4,4,223.07,223.07,0,2025-09-17,paid_off
3696,1642,13,pay_monthly_12,12,1032.23,1285.63,2489,2025-10-13,active
3697,1643,46,pay_in_3,3,77.98,77.98,0,2026-03-12,paid_off
3698,1643,48,pay_in_4,4,371.86,371.86,0,2025-04-17,active
3699,1643,34,pay_monthly_6,6,262.86,285.05,1712,2026-03-16,active
3700,1643,37,pay_in_4,4,127.96,127.96,0,2026-06-07,active
3701,1644,53,pay_in_3,3,361.36,361.36,0,2026-03-11,paid_off
3702,1645,32,pay_monthly_6,6,358.99,402.72,2470,2026-03-14,active
3703,1645,25,pay_in_4,4,937.82,937.82,0,2025-10-15,paid_off
3704,1645,25,pay_monthly_6,6,705.71,771.97,1904,2025-09-13,paid_off
3705,1646,22,pay_in_3,3,500.00,500.00,0,2025-09-10,paid_off
3706,1647,14,pay_monthly_12,12,567.37,725.74,2830,2026-02-28,active
3707,1649,20,pay_in_4,4,907.77,907.77,0,2026-04-25,active
3708,1649,61,pay_in_3,3,96.74,96.74,0,2026-04-21,active
3709,1649,1,pay_in_4,4,401.21,401.21,0,2025-11-24,delinquent
3710,1650,57,pay_in_4,4,69.78,69.78,0,2025-05-10,delinquent
3711,1650,36,pay_monthly_6,6,132.85,144.30,1748,2026-05-07,active
3712,1650,14,pay_in_4,4,987.84,987.84,0,2025-05-18,paid_off
3713,1650,10,pay_in_4,4,463.27,463.27,0,2026-06-06,active
3714,1650,59,pay_monthly_12,12,88.67,108.71,2292,2026-03-12,active
3715,1652,37,pay_monthly_6,6,91.34,102.79,2541,2025-10-15,paid_off
3716,1653,45,pay_in_4,4,601.97,601.97,0,2026-04-27,defaulted
3717,1653,45,pay_monthly_12,12,241.12,307.42,2788,2026-04-26,defaulted
3718,1653,45,pay_in_3,3,341.26,341.26,0,2026-05-14,defaulted
3719,1653,45,pay_monthly_6,6,99.55,107.83,1687,2026-05-12,defaulted
3720,1655,43,pay_in_4,4,94.33,94.33,0,2026-06-05,active
3721,1656,56,pay_monthly_6,6,60.40,65.63,1755,2025-12-06,paid_off
3722,1656,25,pay_in_4,4,929.57,929.57,0,2025-10-11,paid_off
3723,1656,56,pay_in_3,3,145.72,145.72,0,2026-01-12,active
3724,1656,5,pay_in_4,4,667.25,667.25,0,2025-02-28,paid_off
3725,1656,37,pay_in_3,3,195.06,195.06,0,2025-04-10,paid_off
3726,1657,18,pay_in_4,4,494.04,494.04,0,2025-11-16,paid_off
3727,1658,59,pay_in_3,3,56.88,56.88,0,2026-05-10,active
3728,1658,43,pay_in_3,3,119.68,119.68,0,2026-03-28,paid_off
3729,1661,48,pay_in_3,3,141.60,141.60,0,2026-06-11,active
3730,1661,15,pay_in_4,4,433.08,433.08,0,2026-01-03,defaulted
3731,1661,51,pay_monthly_6,6,371.64,417.73,2515,2026-01-28,active
3732,1663,41,pay_in_4,4,120.29,120.29,0,2026-02-18,active
3733,1663,49,pay_in_4,4,162.71,162.71,0,2026-05-05,defaulted
3734,1663,24,pay_monthly_12,12,959.58,1217.39,2724,2026-06-07,active
3735,1664,44,pay_in_4,4,127.93,127.93,0,2025-10-05,paid_off
3736,1664,47,pay_in_4,4,331.49,331.49,0,2025-11-04,paid_off
3737,1665,38,pay_in_4,4,119.97,119.97,0,2025-10-08,paid_off
3738,1665,56,pay_monthly_6,6,75.73,83.16,1989,2025-08-27,paid_off
3739,1665,31,pay_in_4,4,606.57,606.57,0,2025-05-19,active
3740,1666,54,pay_in_4,4,869.65,869.65,0,2026-03-24,active
3741,1668,41,pay_in_4,4,73.86,73.86,0,2026-01-26,paid_off
3742,1668,44,pay_in_4,4,98.31,98.31,0,2026-01-09,active
3743,1668,42,pay_in_4,4,304.23,304.23,0,2026-02-26,paid_off
3744,1671,17,pay_in_4,4,578.32,578.32,0,2026-04-27,active
3745,1671,50,pay_monthly_6,6,340.89,380.82,2375,2026-05-26,active
3746,1671,27,pay_monthly_6,6,979.14,1071.99,1923,2026-03-06,active
3747,1671,30,pay_in_4,4,912.67,912.67,0,2026-03-22,paid_off
3748,1671,47,pay_monthly_12,12,452.84,552.75,2237,2025-11-01,active
3749,1671,38,pay_monthly_12,12,115.90,154.05,3337,2026-02-19,defaulted
3750,1672,43,pay_monthly_6,6,350.74,393.84,2492,2025-06-19,paid_off
3751,1672,21,pay_in_3,3,1245.26,1245.26,0,2025-10-08,delinquent
3752,1672,30,pay_in_4,4,286.61,286.61,0,2025-01-21,active
3753,1672,11,pay_in_4,4,805.87,805.87,0,2025-04-27,paid_off
3754,1673,30,pay_in_4,4,246.64,246.64,0,2026-02-11,paid_off
3755,1673,49,pay_in_4,4,255.50,255.50,0,2026-04-09,paid_off
3756,1673,15,pay_in_4,4,1020.20,1020.20,0,2026-05-11,active
3757,1674,22,pay_in_4,4,915.40,915.40,0,2026-06-16,active
3758,1674,17,pay_in_4,4,1116.23,1116.23,0,2026-03-09,active
3759,1674,3,pay_monthly_6,6,309.16,344.49,2317,2026-01-20,active
3760,1675,27,pay_in_4,4,754.85,754.85,0,2025-12-09,active
3761,1675,29,pay_in_4,4,647.38,647.38,0,2026-06-03,active
3762,1676,17,pay_in_3,3,654.99,654.99,0,2026-01-30,active
3763,1676,58,pay_in_4,4,253.76,253.76,0,2026-06-20,active
3764,1677,25,pay_in_4,4,554.95,554.95,0,2025-08-10,paid_off
